t dd no-dd
3.310000000000000000e+02 5.898823261260986328e+00 5.852846622467041016e+00
3.360000000000000000e+02 5.898823261260986328e+00 5.851702690124511719e+00
3.420000000000000000e+02 5.898823261260986328e+00 5.850417613983154297e+00
3.470000000000000000e+02 5.898823261260986328e+00 5.849397182464599609e+00
3.530000000000000000e+02 5.898823261260986328e+00 5.848229885101318359e+00
3.580000000000000000e+02 5.898823261260986328e+00 5.847311496734619141e+00
3.640000000000000000e+02 5.898823261260986328e+00 5.846262931823730469e+00
3.690000000000000000e+02 5.898823261260986328e+00 5.845430850982666016e+00
3.750000000000000000e+02 5.898822784423828125e+00 5.844484329223632812e+00
3.810000000000000000e+02 5.898822784423828125e+00 5.843590259552001953e+00
3.870000000000000000e+02 5.898822784423828125e+00 5.842740535736083984e+00
3.930000000000000000e+02 5.898822784423828125e+00 5.841936588287353516e+00
