epoch train test
928.000 99.992 73.740
929.000 99.988 73.030
930.000 99.996 73.440
931.000 99.988 73.220
932.000 99.988 73.400
933.000 99.990 73.340
934.000 99.986 73.370
935.000 99.998 73.400
936.000 99.996 73.490
937.000 99.996 73.440
938.000 99.994 73.610
939.000 99.996 73.240
940.000 99.984 73.630
941.000 99.994 73.330
942.000 99.990 73.340
943.000 99.992 73.310
944.000 99.990 73.460
945.000 100.000 73.270
946.000 99.982 73.300
947.000 99.986 73.420
948.000 99.986 73.290
949.000 99.994 73.510
950.000 99.994 73.440
951.000 99.998 73.650
952.000 99.994 73.470
953.000 99.982 73.550
954.000 99.998 73.640
955.000 99.992 73.470
956.000 99.990 73.350
957.000 99.990 73.400
958.000 99.990 73.470
959.000 99.994 73.480
960.000 99.990 73.450
961.000 99.996 73.260
962.000 99.998 73.520
963.000 99.986 73.120
964.000 99.990 73.320
965.000 99.996 73.640
966.000 99.986 73.440
967.000 99.986 73.340
968.000 99.992 73.500
969.000 99.986 73.220
970.000 99.996 73.360
971.000 99.992 73.250
972.000 99.996 73.300
973.000 99.994 73.320
974.000 99.996 73.130
975.000 99.986 73.250
976.000 99.998 73.650
977.000 99.994 73.510
978.000 99.992 73.140
979.000 99.996 73.470
980.000 99.998 73.440
981.000 99.990 73.500
982.000 99.996 73.520
983.000 99.988 73.360
984.000 99.994 73.460
985.000 99.998 73.320
986.000 99.994 73.560
987.000 99.996 73.370
988.000 99.996 73.310
989.000 99.992 73.230
990.000 100.000 73.360
991.000 99.996 73.420
992.000 99.992 73.470
993.000 99.990 73.680
994.000 99.994 73.540
995.000 99.988 73.630
996.000 99.996 73.490
997.000 99.996 73.210
998.000 99.998 73.570
999.000 99.990 73.700
1000.000 99.996 73.540
1001.000 99.994 73.080
1002.000 100.000 73.240
1003.000 99.994 73.280
1004.000 99.988 73.610
1005.000 99.994 73.380
1006.000 99.998 73.560
1007.000 99.996 73.330
1008.000 99.994 73.330
1009.000 99.992 73.600
1010.000 99.996 73.420
1011.000 99.992 73.630
1012.000 99.996 73.370
1013.000 99.992 73.440
1014.000 100.000 73.520
1015.000 99.996 73.510
1016.000 99.992 73.290
1017.000 99.992 73.590
1018.000 100.000 73.460
1019.000 99.988 73.670
1020.000 99.990 73.320
1021.000 99.998 73.470
1022.000 99.996 73.580
1023.000 99.994 73.480
1024.000 99.990 73.690
1025.000 99.990 73.640
1026.000 99.996 73.860
1027.000 99.992 73.530
1028.000 99.990 73.760
1029.000 99.994 73.540
1030.000 99.996 73.410
1031.000 99.988 73.470
1032.000 99.998 73.640
1033.000 99.994 73.390
1034.000 99.990 73.660
1035.000 99.994 73.520
1036.000 99.996 73.320
1037.000 99.994 73.510
1038.000 99.998 73.520
1039.000 99.990 73.300
1040.000 99.998 73.720
1041.000 99.994 73.640
1042.000 99.996 73.640
1043.000 99.998 73.380
1044.000 99.998 73.440
1045.000 99.994 73.580
1046.000 99.998 73.310
1047.000 99.998 73.360
1048.000 99.996 73.470
1049.000 99.998 73.290
1050.000 99.996 73.430
1051.000 99.998 73.610
1052.000 99.998 73.000
1053.000 100.000 73.520
1054.000 99.992 73.320
1055.000 99.996 73.600
1056.000 99.998 73.280
1057.000 99.998 73.120
1058.000 99.996 73.540
1059.000 99.994 73.520
1060.000 99.994 73.460
1061.000 99.988 73.500
1062.000 99.996 73.670
1063.000 99.998 73.570
1064.000 99.994 73.760
1065.000 99.996 73.460
1066.000 100.000 73.140
1067.000 99.996 73.620
1068.000 99.992 73.350
1069.000 99.998 73.450
1070.000 99.996 73.450
1071.000 99.998 73.370
1072.000 99.994 73.440
1073.000 99.998 73.550
1074.000 99.996 73.320
1075.000 99.996 73.650
1076.000 99.998 73.350
1077.000 100.000 73.490
1078.000 99.992 73.710
1079.000 99.994 73.330
1080.000 99.994 73.460
1081.000 99.998 73.540
1082.000 99.998 73.440
1083.000 99.998 73.660
1084.000 99.996 73.420
1085.000 99.998 73.620
1086.000 99.996 73.600
1087.000 100.000 73.520
1088.000 99.994 73.420
1089.000 99.992 73.410
1090.000 99.998 73.410
1091.000 99.998 73.700
1092.000 99.998 73.380
1093.000 99.994 73.630
1094.000 99.998 73.280
1095.000 99.992 73.660
1096.000 99.998 73.340
1097.000 99.994 73.320
1098.000 99.994 73.510
1099.000 99.994 73.350
1100.000 99.994 73.430
1101.000 99.994 73.270
1102.000 100.000 73.370
1103.000 99.982 73.620
1104.000 99.998 73.340
1105.000 99.998 73.510
1106.000 99.998 73.230
1107.000 99.998 73.490
1108.000 99.996 73.780
1109.000 99.998 73.530
1110.000 99.998 73.500
1111.000 99.992 73.670
1112.000 99.998 73.400
1113.000 99.992 73.640
1114.000 99.994 73.620
1115.000 99.996 73.290
1116.000 99.996 73.600
1117.000 99.998 73.560
1118.000 99.996 73.560
1119.000 99.996 73.520
1120.000 99.996 73.370
1121.000 99.996 73.650
1122.000 99.998 73.430
1123.000 99.996 73.420
1124.000 99.998 73.430
1125.000 99.998 73.310
1126.000 99.998 73.770
1127.000 99.996 73.160
1128.000 99.998 73.380
1129.000 99.998 73.290
1130.000 99.998 73.530
1131.000 99.996 73.640
1132.000 100.000 73.780
1133.000 99.996 73.440
1134.000 99.996 73.520
1135.000 100.000 73.690
1136.000 100.000 73.670
1137.000 99.998 73.540
1138.000 99.992 73.760
1139.000 100.000 73.390
1140.000 99.998 73.400
1141.000 99.998 73.750
1142.000 99.998 73.700
1143.000 99.994 73.520
1144.000 100.000 73.410
1145.000 100.000 73.640
1146.000 99.994 73.880
1147.000 99.996 73.580
1148.000 99.996 73.300
1149.000 100.000 73.490
1150.000 100.000 73.550
